Name,Exclusive secs,Inclusive secs,% Exclusive,% Inclusive,Module,Source File,Source Line
"ChessBoard::getBlackQueens",0.0700737,0.0700737,0.087643,0.087643,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",393
"ChessBoard::getBlackKings",0.0428421,0.0428421,0.0535837,0.0535837,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",397
"ChessBoard::getWhitePieces",0.184878,0.184878,0.231232,0.231232,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",401
"ChessBoard::getBlackPieces",0.0532001,0.0532001,0.0665387,0.0665387,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",405
"ChessBoard::getAllPieces",0.567599,0.567599,0.709911,0.709911,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",409
"ChessBoard::getEmptySquares",0.0734374,0.0734374,0.0918501,0.0918501,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",413
"ChessBoard::getSideToMove",0.149026,0.149026,0.18639,0.18639,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",445
"ChessBoard::getOppSide",0.505828,0.505828,0.632652,0.632652,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",449
"ChessBoard::getDenseTypeAt",0.0442826,0.05186,0.0553854,0.0648626,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",497
"ChessBoard::isSideInCheck",0.76961,14.0641,0.962571,17.5904,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",548
"ChessBoard::getCheckCount",0.024564,0.024564,0.0307228,0.0307228,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",552
"ChessBoard::OppAttacksToSquare",3.14695,13.9564,3.93598,17.4556,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",609
"ChessBoard::makeMove",7.94823,14.9025,9.94106,18.639,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",643
"ChessBoard::unmakeMove",11.7424,20.696,14.6865,25.885,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",769
"ChessBoard::movePiece",3.42796,4.42032,4.28744,5.5286,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",193
"ChessBoard::removePiece",0.0598366,0.0709547,0.0748392,0.0887449,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",217
"ChessBoard::addPiece",0.0664068,0.0719946,0.0830567,0.0900455,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\board_generation.cpp",236
"std::array<GameState,512>::operator[]",1.90186,1.90186,2.37871,2.37871,"chess_tests","D:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.41.34120\include\array",531
"std::array<unsigned __int64,64>::operator[]",2.1683,2.1683,2.71195,2.71195,"chess_tests","D:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.41.34120\include\array",540
"pieceCode",0.496265,0.496265,0.620692,0.620692,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\utility.cpp",9
"colorCode",0.422605,0.422605,0.528563,0.528563,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\utility.cpp",14
"perft",7.91223,79.9461,9.89603,99.9906,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\utility.cpp",191
"PEXT::getRookAttacks",1.61018,4.21694,2.0139,5.27423,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\pext_bitboard.cpp",50
"PEXT::getBishopAttacks",0.887738,2.75556,1.11032,3.44645,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\pext_bitboard.cpp",64
"MoveGenerator::generatePawnMoves",1.5817,5.62256,1.97827,7.03228,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\moves.cpp",14
"MoveGenerator::generateEnPassantMoves",0.14229,0.21029,0.177966,0.263016,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\moves.cpp",170
"MoveGenerator::generateCastlingMoves",0.145113,0.884219,0.181496,1.10592,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\moves.cpp",206
"MoveGenerator::generatePieceMoves",2.86196,7.49143,3.57953,9.36972,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\moves.cpp",253
"MoveGenerator::generatePsuedoMoves",0.270681,19.778,0.338548,24.7368,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\src\moves.cpp",390
"__builtin_array_init_helper<DenseMove>",1.83332,5.15938,2.29298,6.45297,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\build\predefined C++ types (compiler internal)",420
"_RTC_CheckStackVars",1.20532,1.20532,1.50752,1.50752,"chess_tests","D:\a\_work\1\s\src\vctools\crt\vcstartup\src\rtc\stack.cpp",67
"__security_check_cookie",0.0829112,0.0829112,0.103699,0.103699,"chess_tests","D:\a\_work\1\s\src\vctools\crt\vcstartup\src\gs\amd64\amdsecgs.asm",45
"__scrt_common_main",0,79.9491,0,99.9944,"chess_tests","D:\a\_work\1\s\src\vctools\crt\vcstartup\src\startup\exe_common.inl",331
"__scrt_common_main_seh",0,79.9491,0,99.9944,"chess_tests","D:\a\_work\1\s\src\vctools\crt\vcstartup\src\startup\exe_common.inl",288
"invoke_main",0,79.9491,0,99.9944,"chess_tests","D:\a\_work\1\s\src\vctools\crt\vcstartup\src\startup\exe_common.inl",79
"mainCRTStartup",0,79.9491,0,99.9944,"chess_tests","D:\a\_work\1\s\src\vctools\crt\vcstartup\src\startup\exe_main.cpp",17
"main",0,79.9491,0,99.9944,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\build\_deps\googletest-src\googletest\src\gtest_main.cc",52
"RUN_ALL_TESTS",0,79.9491,0,99.9944,"chess_tests","D:\dev\SoftDevProjects\GitHub\KnightEngine\build\_deps\googletest-src\googletest\include\gtest\gtest.h",2293
"[00007FFE49B147BC]",0,0.002511,0,0.00314057,"chess_tests","",0
"[00007FFE49BD9573]",0,0.001961,0,0.00245267,"chess_tests","",0
"LoadLibraryExW",0.002511,0.002511,0.00314057,0.00314057,"KERNELBASE","[unknown]",0
"WriteFile",0.001961,0.001961,0.00245267,0.00245267,"KERNELBASE","[unknown]",0
"BaseThreadInitThunk",0,79.9491,0,99.9944,"KERNEL32","[unknown]",0
"RtlGetFullPathName_UstrEx",0,0,0,0,"ntdll","[unknown]",0
"RtlInsertElementGenericTableFullAvl",0,0,0,0,"ntdll","[unknown]",0
"LdrAddRefDll",0,0,0,0,"ntdll","[unknown]",0
"LdrLoadDll",0,0,0,0,"ntdll","[unknown]",0
"RtlUserThreadStart",0,79.9491,0,99.9944,"ntdll","[unknown]",0
"NtWriteFile",0,0,0,0,"ntdll","[unknown]",0
"NtCreateSection",0,0,0,0,"ntdll","[unknown]",0
